#QTD				#SSI			#FIND
5300000				23.8068			38.4252			
10600000			47.5808			76.9561			
15900000			71.3416			115.411			
21200000			94.9859			153.74			
26500000			118.68			192.216			
31800000			142.37			231.821			
37100000			169.431			275.342			
42400000			191.639			313.528			
47700000			217.259			357.743			
53000000			237.448			385.95			
58300000			260.95			424.827			
63600000			285.149			470.174		
68900000			312.497			502.548			
74200000			337.044			544.555			
79500000			407.082			618.249			
84800000			386.627			630.558			
90100000			405.893			669.514			
95400000			430.37			692.28			
100700000			450.509			730.461			
106000000			475.74			768.977			
111300000			497.838			812.424			
116600000			523.337			845.348			
121900000			545.113			887.652			
127200000			568.704			923.771			
132500000			592.961			966.022			
137800000			617.695			1002.68			
143100000			639.493			1038.05			
148400000			663.171			1082.27			
153700000			690.955			1115.88			
159000000			711.515			1155.07			
164300000			735.324			1193.02			
169600000			758.991			1228.85			
174900000			783.448			1268.01			
180200000			807.042			1307.97			
185500000			829.602			1347.01			
190800000			853.754			1382.14			
196100000			877.279			1421.83			
201400000			900.659			1458.92			
206700000			927.853			1497.36			
212000000			948.914			1573.74			
217300000			978.236			1585.19			
222600000			1003.43			1623.76			
227900000			1033.3			1652.49			
233200000			1051.34			1693.1			
238500000			1068.42			1727.38			
243800000			1090.79			1770.95			
249100000			1114.3			1804.81			
254400000			1137.9			1843.66			
259700000			1162.68			1886.46			
265000000			1185.33			1922.82			
270300000			1208.72			1958.88			
275600000			1232.57			2000.86			
280900000			1261.59			2034.47			
286200000			1289.06			2109.76			
291500000			1303.33			2155.42			
296800000			1327.35			2167.64			
302100000			1350.9			2189.01			
307400000			1374.69			2226.3			
312700000			1398.9			2265.47			
318000000			1423.27			2306.3			
323300000			1446.73			2342.91			
328600000			1469.69			2380.4			
333900000			1493.43			2434.21			
339200000			1526.17			2458.06			
344500000			1545.72			2498.98			
349800000			1565.44			2534.16			
355100000			1591.11			2575.16			
360400000			1611.37			2615.11			
365700000			1638.03			2653.15			
371000000			1659.85			2691.45			
376300000			1683.31			2728.5			
381600000			1706.11			2765.43			
386900000			1730.08			2804.64			
392200000			1753.65			2847.47			
397500000			1777.39			2882.18			
402800000			1802.37			2922.05			
408100000			1826.28			2960.2			
413400000			1848.59			2997			
418700000			1874.21			3034.55			
424000000			1895.55			3074.69			
429300000			1918.9			3129.3			
434600000			1943.59			3153.5			
439900000			1966.7			3186.68			
445200000			1991.1			3226.21			
450500000			2013.8			3272.33			
455800000			2037.64			3303.93			
461100000			2062.08			3341.76			
466400000			2085.1			3383.51			
471700000			2109.78			3421.9			
477000000			2134.71			3460.15			
482300000			2156.63			3497.84			
487600000			2179.67			3537.86			
492900000			2205.69			3577.46			
498200000			2228.81			3613.41			
503500000			2252.79			3652.1			
508800000			2276.37			3690.9			
514100000			2305.75			3775.4			
519400000			2322.05			3791.39			
524700000			2346.47			3802.67			
530000000			2369			3846.87			
535300000			2393.26			3881.26			
