#QTD				#SBR				#STR
5300000				0.00067556			0.00062244			
10600000			0.00069018			0.00060574			
15900000			0.00068979			0.00061203			
21200000			0.00078048			0.0006544			
26500000			0.00076251			0.00067959			
31800000			0.0007135			0.00068004			
37100000			0.00073708			0.00067949			
42400000			0.00073567			0.00070454			
47700000			0.00073786			0.00067597			
53000000			0.00073468			0.00067611			
58300000			0.00074017			0.00068444			
63600000			0.00074291			0.00069427			
68900000			0.00076367			0.00068188			
74200000			0.00076658			0.0006784			
79500000			0.00076608			0.00067748			
84800000			0.00076495			0.00067735			
90100000			0.00076125			0.00068814			
95400000			0.00076114			0.00067782			
100700000			0.00078766			0.00068136			
106000000			0.00076292			0.00068797			
111300000			0.00080338			0.00067414			
116600000			0.00076853			0.00067737			
121900000			0.00077248			0.00068347			
127200000			0.00075968			0.00067784			
132500000			0.00110254			0.00074585			
137800000			0.00091572			0.00069316			
143100000			0.0007862			0.00068846			
148400000			0.00079032			0.00068426			
153700000			0.00079025			0.00068305			
159000000			0.00078491			0.00068344			
164300000			0.00078412			0.00067893			
169600000			0.00078335			0.00068009			
174900000			0.00078189			0.00067356			
180200000			0.000796			0.00068415			
185500000			0.00078642			0.00068067			
190800000			0.00078719			0.00068208			
196100000			0.00079147			0.00082099			
201400000			0.00080429			0.00074952			
206700000			0.00078892			0.00074559			
212000000			0.00078435			0.0007437			
217300000			0.00079343			0.00074312			
222600000			0.0007824			0.00074885			
227900000			0.00079904			0.00075374			
233200000			0.00079399			0.00074478			
238500000			0.00079698			0.00075763			
243800000			0.00079736			0.0007722			
249100000			0.00079217			0.00086597			
254400000			0.00112381			0.0011461			
259700000			0.00117612			0.00111344			
265000000			0.00117472			0.00095322			
270300000			0.00105953			0.00077151			
275600000			0.00089151			0.00075731			
280900000			0.00082419			0.00074726			
286200000			0.0009886			0.00075674			
291500000			0.00082601			0.00097053			
296800000			0.00102712			0.00096579			
302100000			0.00090887			0.00094418			
307400000			0.00117685			0.00075042			
312700000			0.00081068			0.0007511			
318000000			0.00081177			0.00074838			
323300000			0.00081988			0.00076285			
328600000			0.0008359			0.00075388			
333900000			0.00080899			0.00075336			
339200000			0.00080851			0.00074436			
344500000			0.00081857			0.00074611			
349800000			0.00103413			0.00085064			
355100000			0.00094744			0.00075093			
360400000			0.00081921			0.00074653			
365700000			0.00081961			0.00074864			
371000000			0.00088182			0.00111593			
376300000			0.00095731			0.00074552			
381600000			0.00081884			0.00074943			
386900000			0.00081591			0.00074965			
392200000			0.00081871			0.00074827			
397500000			0.00081481			0.00074484			
402800000			0.00082123			0.00074979			
408100000			0.00081517			0.00074166			
413400000			0.00081644			0.00074471			
418700000			0.00081286			0.00074436			
424000000			0.00081051			0.00074479			
429300000			0.00081624			0.00074215			
434600000			0.00081326			0.00074484			
439900000			0.00081456			0.00074762			
445200000			0.00081925			0.00074541			
450500000			0.00081476			0.00074668			
455800000			0.00081713			0.00074666			
461100000			0.00081292			0.00075213			
466400000			0.0008172			0.00075932			
471700000			0.00082042			0.00083286			
477000000			0.00082408			0.00074462			
482300000			0.0008177			0.00074698			
487600000			0.0008164			0.00074923			
492900000			0.00081717			0.00075609			
498200000			0.00080856			0.00076366			
503500000			0.00095804			0.00074491			
508800000			0.00080856			0.00074878			
514100000			0.00084153			0.00075573			
519400000			0.00087502			0.00075495			
524700000			0.00081394			0.00074424			
530000000			0.00082196			0.00075315			
535300000			0.00084665			0.00075382			
