#QTD				#SBI				#STI				#SBP
5300000				0.00049076			0.00050264			0.00118167			
10600000			0.00050033			0.00049852			0.00129182			
15900000			0.00049669			0.00049477			0.00119399			
21200000			0.00050444			0.00049616			0.0012461			
26500000			0.0005068			0.0005461			0.00125758			
31800000			0.00051478			0.00055067			0.0012445			
37100000			0.0005249			0.00054495			0.00128931			
42400000			0.00053199			0.00055056			0.00129262			
47700000			0.00052668			0.00054655			0.00130109			
53000000			0.00053241			0.00054757			0.00127239			
58300000			0.00053559			0.00056117			0.00130327			
63600000			0.00053121			0.00054457			0.00127081			
68900000			0.00055272			0.00054834			0.00131267			
74200000			0.00055111			0.0005428			0.00132329			
79500000			0.00055138			0.00054758			0.00131607			
84800000			0.00059067			0.00054929			0.00130037			
90100000			0.00054433			0.00055195			0.00125655			
95400000			0.00054872			0.00054824			0.00128711			
100700000			0.00057483			0.0005554			0.00125343			
106000000			0.0005447			0.00054658			0.00126315			
111300000			0.00055004			0.00054755			0.00128301			
116600000			0.00056208			0.00054438			0.001251			
121900000			0.00056155			0.0005525			0.00129932			
127200000			0.0005412			0.00054721			0.00125429			
132500000			0.00055443			0.00054871			0.00124738			
137800000			0.00057408			0.00054204			0.0013099			
143100000			0.00057171			0.00055464			0.00131606			
148400000			0.00056789			0.0005463			0.00129794			
153700000			0.00059592			0.00056338			0.00134655			
159000000			0.00056791			0.00062363			0.00163198			
164300000			0.00084921			0.00064237			0.00149627			
169600000			0.00057521			0.00056418			0.00131984			
174900000			0.00057445			0.0005522			0.00151573			
180200000			0.00057101			0.00057832			0.00152374			
185500000			0.00068286			0.00064161			0.00143777			
190800000			0.0008901			0.00055336			0.00130756			
196100000			0.00057316			0.00060802			0.00131987			
201400000			0.00058009			0.00061058			0.00129675			
206700000			0.00057233			0.00060327			0.00137363			
212000000			0.00056413			0.00061294			0.00131992			
217300000			0.0005727			0.0006045			0.00133345			
222600000			0.00056278			0.00060517			0.00131569			
227900000			0.00058227			0.00067154			0.00132035			
233200000			0.00057024			0.00061917			0.00130084			
238500000			0.00057764			0.00060067			0.00134567			
243800000			0.00056962			0.00060474			0.00130938			
249100000			0.00057131			0.00060019			0.00131945			
254400000			0.00056558			0.00060823			0.00130224			
259700000			0.00057633			0.00060075			0.00130271			
265000000			0.00058128			0.00060233			0.00131176			
270300000			0.00058835			0.00060042			0.00136319			
275600000			0.00058568			0.0006028			0.00137661			
280900000			0.00058992			0.00060802			0.00157724			
286200000			0.00059875			0.00059891			0.00132699			
291500000			0.00058782			0.0006129			0.00134748			
296800000			0.0005815			0.00060443			0.00134172			
302100000			0.00059104			0.00060516			0.00134849			
307400000			0.00069098			0.00092752			0.00149069			
312700000			0.00059364			0.00060685			0.00138246			
318000000			0.00060991			0.00060145			0.00138648			
323300000			0.00059086			0.00060596			0.00139483			
328600000			0.00059103			0.00060162			0.00133717			
333900000			0.00057872			0.00059951			0.00144788			
339200000			0.00058404			0.00060545			0.00134691			
344500000			0.00059348			0.00060578			0.00133372			
349800000			0.00058246			0.00060241			0.00135901			
355100000			0.00059043			0.0006129			0.00134599			
360400000			0.00058831			0.00062499			0.00163934			
365700000			0.00089365			0.00097186			0.00179914			
371000000			0.0009145			0.0009682			0.00161334			
376300000			0.00103369			0.00103787			0.00155304			
381600000			0.00075082			0.00070061			0.00139251			
386900000			0.00065805			0.00068369			0.00140979			
392200000			0.00066389			0.00068715			0.00144883			
397500000			0.00063986			0.00068257			0.00140242			
402800000			0.00066195			0.00068955			0.00137648			
408100000			0.00064777			0.00067805			0.00141148			
413400000			0.00064664			0.00067344			0.00148178			
418700000			0.00064507			0.00067954			0.00139052			
424000000			0.00064589			0.00067469			0.00138104			
429300000			0.00064655			0.00067467			0.00141017			
434600000			0.00065105			0.00068139			0.00139049			
439900000			0.00064431			0.00067934			0.00139051			
445200000			0.00064146			0.00067866			0.00140277			
450500000			0.00063992			0.00066103			0.00138547			
455800000			0.00064026			0.00065837			0.00139543			
461100000			0.00064149			0.00066372			0.00140345			
466400000			0.00064019			0.0007027			0.00139055			
471700000			0.00064168			0.0006585			0.00138814			
477000000			0.00064459			0.00065801			0.00141841			
482300000			0.00065227			0.00066441			0.00138709			
487600000			0.00064568			0.00066349			0.00138605			
492900000			0.00064815			0.0006786			0.0013763			
498200000			0.00064448			0.0006617			0.00140271			
503500000			0.00064378			0.00065842			0.00140114			
508800000			0.00063178			0.00065798			0.00141856			
514100000			0.00063779			0.00067324			0.00141017			
519400000			0.00064456			0.00066834			0.0014151			
524700000			0.00064515			0.00065929			0.00140664			
530000000			0.00063612			0.00066358			0.00143999			
535300000			0.00064826			0.00066095			0.00139608			
